candidate,election_status,status_of_candidate,specific_party,general_party,election_jurisdiction,election_year,election_type,office_sought,incumbency_status,specific_business,general_industry,broad_sector,#_of_records,total_$
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,UNITEMIZED (SMALL) CONTRIBUTIONS,UNITEMIZED CONTRIBUTIONS,UNITEMIZED CONTRIBUTIONS,84,"$75,720,363"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,UNITEMIZED (SMALL) CONTRIBUTIONS,UNITEMIZED CONTRIBUTIONS,UNITEMIZED CONTRIBUTIONS,101,"$73,807,271"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,UNCODED,UNCODED,UNCODED,"500,069","$65,028,725"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,UNCODED,UNCODED,UNCODED,"395,857","$55,157,814"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,UNCODED,UNCODED,UNCODED,"502,161","$52,245,154"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,UNCODED,UNCODED,UNCODED,"503,037","$46,646,370"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,UNITEMIZED (SMALL) CONTRIBUTIONS,UNITEMIZED CONTRIBUTIONS,UNITEMIZED CONTRIBUTIONS,5,"$25,657,859"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,UNITEMIZED (SMALL) CONTRIBUTIONS,UNITEMIZED CONTRIBUTIONS,UNITEMIZED CONTRIBUTIONS,26,"$24,228,495"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,CANDIDATE CONTRIBUTION,CANDIDATE CONTRIBUTIONS,CANDIDATE CONTRIBUTIONS,303,"$22,667,337"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,ATTORNEYS & LAW FIRMS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,"11,115","$3,316,668"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,ATTORNEYS & LAW FIRMS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,"8,893","$2,969,575"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,PACS OPERATED BY REPUBLICAN MEMBERS OF CONGRESS OR PROMINENT NATIONAL REPUBLICANS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,238,"$2,566,349"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,SCHOOLS & COLLEGES,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,"10,457","$1,657,739"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"SECURITIES, COMMODITIES & INVESTMENT",SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE","1,375","$1,507,607"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,SCHOOLS & COLLEGES,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,"8,687","$1,396,046"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,ATTORNEYS & LAW FIRMS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,"3,747","$1,266,281"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,INTERNET & ONLINE SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,"3,133","$1,075,380"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,RETIRED,RETIRED,GOVERNMENT AGENCIES/EDUCATION/OTHER,"7,791","$1,008,389"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,RETIRED,RETIRED,GOVERNMENT AGENCIES/EDUCATION/OTHER,"8,014","$936,800"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,"SECURITIES, COMMODITIES & INVESTMENT",SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE","1,230","$918,471"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,"SECURITIES, COMMODITIES & INVESTMENT",SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",954,"$913,359"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,ATTORNEYS & LAW FIRMS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,"2,863","$906,861"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,INTERNET & ONLINE SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,"2,510","$886,783"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,"SECURITIES, COMMODITIES & INVESTMENT",SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",931,"$822,706"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,RETIRED,RETIRED,GOVERNMENT AGENCIES/EDUCATION/OTHER,"7,258","$820,456"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,RETIRED,RETIRED,GOVERNMENT AGENCIES/EDUCATION/OTHER,"6,097","$810,600"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,REAL ESTATE DEVELOPERS & SUBDIVIDERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",970,"$736,644"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,COMPUTER SOFTWARE,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,"3,193","$735,175"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,REAL ESTATE DEVELOPERS & SUBDIVIDERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",717,"$617,540"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,COMPUTER SOFTWARE,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,"2,342","$599,460"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,CANDIDATE COMMITTEES,CANDIDATE COMMITTEES,CANDIDATE CONTRIBUTIONS,45,"$595,783"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,COMMERCIAL BANKS & BANK HOLDING COMPANIES,COMMERCIAL BANKS,"FINANCE, INSURANCE & REAL ESTATE","1,546","$595,342"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,REAL ESTATE AGENTS & MANAGERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE","2,027","$547,747"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,LOBBYISTS & PUBLIC RELATIONS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,758,"$409,652"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,REAL ESTATE AGENTS & MANAGERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE","1,870","$402,181"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,PHYSICIANS,HEALTH PROFESSIONALS,HEALTH,"2,451","$400,214"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,OIL & GAS,OIL & GAS,ENERGY & NATURAL RESOURCES,592,"$380,255"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"AUTO DEALERS, NEW & USED",AUTOMOTIVE,TRANSPORTATION,"1,062","$375,112"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,PACS OPERATED BY REPUBLICAN MEMBERS OF CONGRESS OR PROMINENT NATIONAL REPUBLICANS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,89,"$358,250"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,CIVIL SERVANT/PUBLIC EMPLOYEE,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,"2,442","$350,430"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,CIVIL SERVANT/PUBLIC EMPLOYEE,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,"2,807","$338,554"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,PHYSICIANS,HEALTH PROFESSIONALS,HEALTH,"2,067","$334,427"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,PHYSICIANS,HEALTH PROFESSIONALS,HEALTH,"1,989","$326,099"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,"BOOK, NEWSPAPER & PERIODICAL PUBLISHING",PRINTING & PUBLISHING,COMMUNICATIONS & ELECTRONICS,939,"$325,679"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,COMMERCIAL BANKS & BANK HOLDING COMPANIES,COMMERCIAL BANKS,"FINANCE, INSURANCE & REAL ESTATE","1,102","$323,473"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,REAL ESTATE DEVELOPERS & SUBDIVIDERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",492,"$320,630"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,"AUTO DEALERS, NEW & USED",AUTOMOTIVE,TRANSPORTATION,985,"$315,780"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,PACS OPERATED BY DEMOCRATIC MEMBERS OF CONGRESS OR PROMINENT NATIONAL DEMOCRATS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,90,"$302,542"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,REAL ESTATE DEVELOPERS & SUBDIVIDERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",339,"$291,083"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,NO EMPLOYER LISTED OR DISCOVERED,NO EMPLOYER LISTED OR FOUND,UNCODED,"2,272","$289,479"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,OIL & GAS,OIL & GAS,ENERGY & NATURAL RESOURCES,472,"$283,777"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,"BOOK, NEWSPAPER & PERIODICAL PUBLISHING",PRINTING & PUBLISHING,COMMUNICATIONS & ELECTRONICS,842,"$278,678"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,PACS OPERATED BY DEMOCRATIC MEMBERS OF CONGRESS OR PROMINENT NATIONAL DEMOCRATS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,69,"$278,150"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,PHARMACEUTICAL MANUFACTURING,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,578,"$272,353"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,NO EMPLOYER LISTED OR DISCOVERED,NO EMPLOYER LISTED OR FOUND,UNCODED,"1,929","$262,814"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,VENTURE CAPITAL,SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",266,"$260,548"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"INSURANCE AGENCIES, BROKERS & AGENTS",INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",541,"$256,085"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,COMPUTER MANUFACTURE & SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,"1,109","$246,693"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,VENTURE CAPITAL,SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",196,"$243,151"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,PHYSICIANS,HEALTH PROFESSIONALS,HEALTH,"1,670","$240,045"
"LOEFFLER, KELLY L",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,INCUMBENT,LOBBYISTS & PUBLIC RELATIONS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,571,"$237,483"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,REPUBLICAN/CONSERVATIVE,CONSERVATIVE POLICY ORGANIZATION,IDEOLOGY/SINGLE ISSUE,942,"$228,001"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"FINANCE, INSURANCE & REAL ESTATE","MISCELLANEOUS FINANCE, INSURANCE & REAL ESTATE","FINANCE, INSURANCE & REAL ESTATE",302,"$227,113"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,HOSPITALS,HOSPITALS & NURSING HOMES,HEALTH,"1,694","$226,647"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,REAL ESTATE AGENTS & MANAGERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",855,"$225,154"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,RETAIL TRADE,RETAIL SALES,GENERAL BUSINESS,921,"$218,754"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,RESTAURANTS & DRINKING ESTABLISHMENTS,FOOD & BEVERAGE,GENERAL BUSINESS,352,"$214,525"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,INVESTORS,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",164,"$211,738"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,COMPUTER MANUFACTURE & SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,742,"$210,070"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"FARMERS, IN GENERAL",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,545,"$208,217"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,"CONSTRUCTION, UNCLASSIFIED",GENERAL CONTRACTORS,CONSTRUCTION,462,"$202,908"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,NO EMPLOYER LISTED OR DISCOVERED,NO EMPLOYER LISTED OR FOUND,UNCODED,"1,240","$200,484"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,SEARCH ENGINE/EMAIL SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,710,"$200,097"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,LOBBYISTS & PUBLIC RELATIONS,LAWYERS & LOBBYISTS,LAWYERS & LOBBYISTS,597,"$199,383"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,HOSPITALS,HOSPITALS & NURSING HOMES,HEALTH,"1,352","$198,697"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,PHARMACEUTICAL MANUFACTURING,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,"1,346","$197,629"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,ACCOUNTANTS,ACCOUNTANTS,"FINANCE, INSURANCE & REAL ESTATE",614,"$197,387"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,TELECOMMUNICATIONS,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,446,"$195,662"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,AIRLINES,AIR TRANSPORT,TRANSPORTATION,990,"$191,954"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,RETAIL TRADE,RETAIL SALES,GENERAL BUSINESS,782,"$190,938"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,HARDWARE & BUILDING MATERIALS STORES,RETAIL SALES,GENERAL BUSINESS,457,"$190,212"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,REAL ESTATE AGENTS & MANAGERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",620,"$190,099"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,CANDIDATE COMMITTEES,CANDIDATE COMMITTEES,CANDIDATE CONTRIBUTIONS,146,"$182,698"
"OSSOFF, THOMAS JONATHAN (JON)",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,CHALLENGER,COMMERCIAL BANKS & BANK HOLDING COMPANIES,COMMERCIAL BANKS,"FINANCE, INSURANCE & REAL ESTATE","1,195","$181,198"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,SEARCH ENGINE/EMAIL SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,586,"$180,389"
"PERDUE, DAVID A",LOST-GENERAL RUNOFF,LOST,REPUBLICAN,REPUBLICAN,GA,2020,STANDARD,US SENATE DISTRICT GA SW-CLASS II,INCUMBENT,OTHER PHYSICIAN SPECIALISTS,HEALTH PROFESSIONALS,HEALTH,598,"$177,657"
"WARNOCK, RAPHAEL G",WON-GENERAL RUNOFF,WON,DEMOCRATIC,DEMOCRATIC,GA,2020,SPECIAL,US SENATE DISTRICT GA SW-CLASS III,CHALLENGER,COMMERCIAL BANKS & BANK HOLDING COMPANIES,COMMERCIAL BANKS,"FINANCE, INSURANCE & REAL ESTATE",953,"$167,288"
