candidate,election_status,status_of_candidate,specific_party,general_party,election_jurisdiction,election_year,election_type,office_sought,incumbency_status,specific_business,general_industry,broad_sector,#_of_records,total_$
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,SATELLITE TV OPERATORS,CABLE TV,COMMUNICATIONS & ELECTRONICS,13,"$17,950"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,OPTOMETRISTS & OPHTHALMOLOGISTS,HEALTH PROFESSIONALS,HEALTH,20,"$17,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,MORTGAGE BANKERS & BROKERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",12,"$17,400"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,HEALTH CARE INSTITUTIONS,HOSPITALS & NURSING HOMES,HEALTH,20,"$17,350"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,EDUCATION,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,29,"$16,950"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,POLITICAL CONSULTANTS & ADVISERS,BUSINESS SERVICES,GENERAL BUSINESS,9,"$16,750"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,GAY & LESBIAN RIGHTS AND ISSUES,GAY/LESBIAN RIGHTS & ISSUES,IDEOLOGY/SINGLE ISSUE,8,"$16,587"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,FOOD & KINDRED PRODUCTS MANUFACTURING,FOOD PROCESSING & SALES,AGRICULTURE,15,"$16,550"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,RESORTS,LODGING & TOURISM,GENERAL BUSINESS,7,"$16,300"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,INVESTMENT HOLDING COMPANIES,INVESTMENT HOLDING COMPANIES,"FINANCE, INSURANCE & REAL ESTATE",6,"$16,200"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,"STONE, CLAY, GLASS & CONCRETE PRODUCTS",BUILDING MATERIALS & EQUIPMENT,CONSTRUCTION,14,"$16,200"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,NURSES,HEALTH PROFESSIONALS,HEALTH,9,"$16,050"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,NO EMPLOYER LISTED OR DISCOVERED,NO EMPLOYER LISTED OR FOUND,UNCODED,87,"$16,006"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,LIVESTOCK,LIVESTOCK,AGRICULTURE,19,"$16,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,"TIMBER COMPANIES, SAWMILLS, & OTHERS ENGAGED IN CUTTING DOWN TREES",FORESTRY & FOREST PRODUCTS,AGRICULTURE,10,"$16,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,MANUFACTURING,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,11,"$15,900"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"ABORTION POLICY, PRO-CHOICE",ABORTION POLICY,IDEOLOGY/SINGLE ISSUE,10,"$15,875"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,ARCHITECTURAL SERVICES,CONSTRUCTION SERVICES,CONSTRUCTION,93,"$15,673"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,PHARMACEUTICAL MANUFACTURING,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,11,"$15,635"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,STATE & LOCAL GOVERNMENT EMPLOYEE UNIONS,PUBLIC SECTOR UNIONS,LABOR,7,"$15,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,NUTRITIONAL & DIETARY SUPPLEMENTS,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,7,"$15,300"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"CHURCHES, CLERGY & RELIGIOUS ORGANIZATIONS",CLERGY,GOVERNMENT AGENCIES/EDUCATION/OTHER,51,"$15,280"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"MUSEUMS, ART GALLERIES, LIBRARIES, ETC.",NONPROFIT INSTITUTIONS,GOVERNMENT AGENCIES/EDUCATION/OTHER,86,"$15,261"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,FOOD STORES,FOOD PROCESSING & SALES,AGRICULTURE,11,"$15,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,"BOOK, NEWSPAPER & PERIODICAL PUBLISHING",PRINTING & PUBLISHING,COMMUNICATIONS & ELECTRONICS,15,"$14,750"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"OTHER, INCLUDING UNCLASSIFIED ARTISTS",OTHER,GOVERNMENT AGENCIES/EDUCATION/OTHER,40,"$14,640"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PAPER & PULP MILLS AND PAPER MANUFACTURING,FORESTRY & FOREST PRODUCTS,AGRICULTURE,26,"$14,405"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,NONPROFIT FOUNDATIONS,NONPROFIT INSTITUTIONS,GOVERNMENT AGENCIES/EDUCATION/OTHER,8,"$14,350"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,PAPER & PULP MILLS AND PAPER MANUFACTURING,FORESTRY & FOREST PRODUCTS,AGRICULTURE,8,"$14,300"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,GAS & ELECTRIC UTILITIES,ELECTRIC UTILITIES,ENERGY & NATURAL RESOURCES,12,"$14,201"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,CHEMICALS,CHEMICAL & RELATED MANUFACTURING,GENERAL BUSINESS,12,"$13,850"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,EXPRESS DELIVERY SERVICES,AIR TRANSPORT,TRANSPORTATION,10,"$13,850"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,AVIATION SERVICES & AIRPORTS,AIR TRANSPORT,TRANSPORTATION,8,"$13,750"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,CONSTRUCTION & PUBLIC WORKS,GENERAL CONTRACTORS,CONSTRUCTION,17,"$13,660"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,CREDIT AGENCIES & FINANCE COMPANIES,FINANCE & CREDIT COMPANIES,"FINANCE, INSURANCE & REAL ESTATE",16,"$13,595"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,HOUSEHOLD & OFFICE PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,6,"$13,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,SHIP BUILDING & REPAIR,SEA TRANSPORT,TRANSPORTATION,5,"$13,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,CIVIL SERVANT/PUBLIC EMPLOYEE,CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,33,"$13,302"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,ALUMINUM MINING & PROCESSING,ALUMINUM MINING & PROCESSING,ENERGY & NATURAL RESOURCES,7,"$13,300"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,SECURITY SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,5,"$12,905"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PUBLIC OFFICIAL (ELECTED OR APPOINTED),CIVIL SERVANTS/PUBLIC OFFICIALS,GOVERNMENT AGENCIES/EDUCATION/OTHER,26,"$12,873"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,LIFE INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",6,"$12,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,JEWELRY,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,7,"$12,800"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,ENTERTAINMENT UNIONS,GENERAL TRADE UNIONS,LABOR,3,"$12,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,OTHER UNIONS,GENERAL TRADE UNIONS,LABOR,6,"$12,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,HEALTH CARE SERVICES,HEALTH SERVICES,HEALTH,38,"$12,490"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,SOCIAL MEDIA,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,12,"$12,450"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,HEALTH & WELFARE POLICY,HEALTH & WELFARE POLICY,IDEOLOGY/SINGLE ISSUE,6,"$12,250"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,AIR TRANSPORT,AIR TRANSPORT,TRANSPORTATION,6,"$12,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,COMPUTER MANUFACTURE & SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,10,"$11,875"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,ELECTRONICS MANUFACTURING & SERVICES,ELECTRONICS MANUFACTURING & SERVICES,COMMUNICATIONS & ELECTRONICS,10,"$11,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,FABRICATED METAL PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,4,"$11,800"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,CREDIT UNIONS,CREDIT UNIONS,"FINANCE, INSURANCE & REAL ESTATE",25,"$11,760"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,FLORISTS & NURSERY SERVICES,AGRICULTURAL SERVICES & PRODUCTS,AGRICULTURE,7,"$11,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,DEFENSE AEROSPACE CONTRACTORS,DEFENSE AEROSPACE,DEFENSE,26,"$11,310"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,MILITARY,MILITARY,GOVERNMENT AGENCIES/EDUCATION/OTHER,9,"$11,300"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,FURNITURE & WOOD PRODUCTS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,7,"$11,300"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,AUTOMOTIVE & TRUCKING,AUTOMOTIVE,TRANSPORTATION,8,"$11,250"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,RESORTS,LODGING & TOURISM,GENERAL BUSINESS,16,"$11,225"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,WELFARE & SOCIAL WORK,WELFARE/SOCIAL WORK,GOVERNMENT AGENCIES/EDUCATION/OTHER,60,"$11,160"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PHARMACEUTICAL WHOLESALE,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,8,"$11,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,SHIP BUILDING & REPAIR,SEA TRANSPORT,TRANSPORTATION,5,"$11,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,BUILDERS ASSOCIATIONS,GENERAL CONTRACTORS,CONSTRUCTION,3,"$11,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,ENERGY PRODUCTION & DISTRIBUTION,MISCELLANEOUS ENERGY,ENERGY & NATURAL RESOURCES,7,"$11,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"DEPARTMENT, VARIETY & CONVENIENCE STORES",RETAIL SALES,GENERAL BUSINESS,22,"$10,965"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,MANUFACTURING,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,8,"$10,950"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,POULTRY & EGGS,POULTRY & EGGS,AGRICULTURE,4,"$10,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,RECORDED MUSIC & MUSIC PRODUCTION,RECORDED MUSIC PRODUCTION,COMMUNICATIONS & ELECTRONICS,7,"$10,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,WINE & DISTILLED SPIRITS MANUFACTURING,"BEER, WINE & LIQUOR",GENERAL BUSINESS,6,"$10,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,WHOLESALE TRADE,MISCELLANEOUS BUSINESS,GENERAL BUSINESS,6,"$10,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,PEST CONTROL,MISCELLANEOUS SERVICES,GENERAL BUSINESS,6,"$10,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,AMUSEMENT PARKS,RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,7,"$10,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,AUTO REPAIR,AUTOMOTIVE,TRANSPORTATION,5,"$10,800"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PRO-BUSINESS ORGANIZATIONS,BUSINESS ASSOCIATIONS,GENERAL BUSINESS,5,"$10,700"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,MEDICAL SUPPLIES MANUFACTURING & SALES,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,7,"$10,700"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,EMPLOYMENT AGENCIES,BUSINESS SERVICES,GENERAL BUSINESS,13,"$10,550"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,RAILROAD UNIONS,TRANSPORTATION UNIONS,LABOR,7,"$10,550"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,LODGING & TOURISM,LODGING & TOURISM,GENERAL BUSINESS,4,"$10,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,CHAMBERS OF COMMERCE,BUSINESS ASSOCIATIONS,GENERAL BUSINESS,5,"$10,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,APPAREL & ACCESSORY STORES,RETAIL SALES,GENERAL BUSINESS,14,"$10,476"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,TRUCK & AUTOMOTIVE PARTS AND ACCESSORIES,AUTOMOTIVE,TRANSPORTATION,10,"$10,250"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,HEALTH CARE PRODUCTS,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,6,"$10,200"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,PAGING & CELLULAR PHONES AND SERVICES,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,8,"$10,150"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,TELEPHONE & COMMUNICATIONS EQUIPMENT,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,8,"$10,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,BEER,"BEER, WINE & LIQUOR",GENERAL BUSINESS,3,"$10,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,CHILDREN'S RIGHTS,HUMAN RIGHTS,IDEOLOGY/SINGLE ISSUE,2,"$10,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,CIVIL SERVICE & GOVERNMENT UNIONS,PUBLIC SECTOR UNIONS,LABOR,6,"$10,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,MINING UNIONS,GENERAL TRADE UNIONS,LABOR,4,"$10,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,RETAIL TRADE UNIONS,GENERAL TRADE UNIONS,LABOR,2,"$10,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,AUTOMOTIVE MANUFACTURING UNION,TRANSPORTATION UNIONS,LABOR,6,"$10,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,SEA FREIGHT & PASSENGER SERVICES,SEA TRANSPORT,TRANSPORTATION,7,"$10,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,FIRE FIGHTERS UNIONS AND ASSOCIATIONS,PUBLIC SECTOR UNIONS,LABOR,2,"$10,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,SMALL BUSINESS ORGANIZATIONS,BUSINESS ASSOCIATIONS,GENERAL BUSINESS,2,"$10,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,MINORITY & ETHNIC GROUPS,MINORITY & DISABILITY GROUPS,IDEOLOGY/SINGLE ISSUE,2,"$10,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,INTERNET & ONLINE SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,7,"$9,850"
