candidate,election_status,status_of_candidate,specific_party,general_party,election_jurisdiction,election_year,election_type,office_sought,incumbency_status,specific_business,general_industry,broad_sector,#_of_records,total_$
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,LIFE INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",41,"$40,775"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,COMMERCIAL TELEVISION & RADIO STATIONS,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,27,"$40,700"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,FOOD & KINDRED PRODUCTS MANUFACTURING,FOOD PROCESSING & SALES,AGRICULTURE,19,"$40,600"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,LIQUOR WHOLESALERS,"BEER, WINE & LIQUOR",GENERAL BUSINESS,15,"$39,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,TOBACCO & TOBACCO PRODUCTS,TOBACCO,AGRICULTURE,17,"$39,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,SCHOOLS & COLLEGES,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,34,"$39,550"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,MOTION PICTURE PRODUCTION & DISTRIBUTION,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,25,"$38,850"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,AVIATION SERVICES & AIRPORTS,AIR TRANSPORT,TRANSPORTATION,15,"$38,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,BUSINESS SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,36,"$38,100"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,DEMOCRATIC/LIBERAL,LIBERAL POLICY ORGANIZATION,IDEOLOGY/SINGLE ISSUE,16,"$38,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,OTHER/SINGLE ISSUE GROUPS,IDEOLOGY/SINGLE ISSUE,26,"$37,924"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PHARMACEUTICAL MANUFACTURING,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,90,"$37,505"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,TRUCK & AUTOMOTIVE PARTS AND ACCESSORIES,AUTOMOTIVE,TRANSPORTATION,19,"$37,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,HEALTH CARE SERVICES,HEALTH SERVICES,HEALTH,22,"$36,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,INDEPENDENT OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,14,"$36,000"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,"PROFESSIONAL SPORTS, ARENAS & RELATED EQUIPMENT AND SERVICES",RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,22,"$35,900"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,PAYDAY/TITLE LOANS,PAYDAY/TITLE LOANS,"FINANCE, INSURANCE & REAL ESTATE",19,"$35,850"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,CRUISE SHIPS & LINES,SEA TRANSPORT,TRANSPORTATION,15,"$35,400"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,HOTELS & MOTELS,LODGING & TOURISM,GENERAL BUSINESS,57,"$35,088"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,AUTO MANUFACTURERS,AUTOMOTIVE,TRANSPORTATION,37,"$34,898"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,TELECOMMUNICATIONS,TELECOM SERVICES & EQUIPMENT,COMMUNICATIONS & ELECTRONICS,27,"$34,795"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,TRANSPORTATION UNIONS,TRANSPORTATION UNIONS,LABOR,17,"$34,514"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,"VEGETABLES, FRUITS & TREE NUTS",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,22,"$34,338"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,ELECTRIC POWER UTILITIES,ELECTRIC UTILITIES,ENERGY & NATURAL RESOURCES,19,"$34,150"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"CONSTRUCTION, UNCLASSIFIED",GENERAL CONTRACTORS,CONSTRUCTION,29,"$34,100"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,REAL ESTATE,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",22,"$34,100"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,"OILFIELD SERVICE, EQUIPMENT & EXPLORATION",OIL & GAS,ENERGY & NATURAL RESOURCES,20,"$32,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,PETROLEUM REFINING & MARKETING,OIL & GAS,ENERGY & NATURAL RESOURCES,23,"$32,100"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,OIL & GAS,OIL & GAS,ENERGY & NATURAL RESOURCES,23,"$31,700"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,"CASINOS, RACETRACKS & GAMBLING",GAMBLING & CASINOS,GENERAL BUSINESS,17,"$31,700"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,VENTURE CAPITAL,SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",29,"$31,600"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,US POSTAL SERVICE UNIONS & ASSOCIATIONS,PUBLIC SECTOR UNIONS,LABOR,23,"$31,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PRO-ISRAEL,FOREIGN & DEFENSE POLICY,IDEOLOGY/SINGLE ISSUE,10,"$31,250"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,SEARCH ENGINE/EMAIL SERVICES,COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,52,"$31,135"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,RESTAURANTS & DRINKING ESTABLISHMENTS,FOOD & BEVERAGE,GENERAL BUSINESS,46,"$30,970"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"PROFESSIONAL SPORTS, ARENAS & RELATED EQUIPMENT AND SERVICES",RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,15,"$30,850"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,NURSING HOMES,HOSPITALS & NURSING HOMES,HEALTH,13,"$30,550"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,MAJOR (MULTINATIONAL) OIL & GAS PRODUCERS,OIL & GAS,ENERGY & NATURAL RESOURCES,15,"$30,535"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"AUTO DEALERS, NEW & USED",AUTOMOTIVE,TRANSPORTATION,36,"$30,220"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,AIR TRANSPORT UNIONS,TRANSPORTATION UNIONS,LABOR,17,"$30,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,ELECTRONICS MANUFACTURING & SERVICES,ELECTRONICS MANUFACTURING & SERVICES,COMMUNICATIONS & ELECTRONICS,197,"$29,584"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,FEDERAL EMPLOYEE UNIONS,PUBLIC SECTOR UNIONS,LABOR,12,"$29,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,OTHER SINGLE-ISSUE OR IDEOLOGICAL GROUPS,OTHER/SINGLE ISSUE GROUPS,IDEOLOGY/SINGLE ISSUE,7,"$28,872"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"VEGETABLES, FRUITS & TREE NUTS",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,35,"$28,815"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PAYDAY/TITLE LOANS,PAYDAY/TITLE LOANS,"FINANCE, INSURANCE & REAL ESTATE",18,"$28,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,BUILDING MATERIALS,BUILDING MATERIALS & EQUIPMENT,CONSTRUCTION,18,"$28,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,CAR & TRUCK RENTAL AGENCIES,AUTOMOTIVE,TRANSPORTATION,9,"$28,702"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,MORTGAGE BANKERS & BROKERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",13,"$27,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"FARMERS, IN GENERAL",CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,22,"$27,485"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,RESIDENTIAL CONSTRUCTION,HOME BUILDERS,CONSTRUCTION,19,"$26,950"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,FINANCIAL SERVICES & CONSULTING,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",53,"$26,600"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,"INSURANCE COMPANIES, GENERAL",INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",27,"$26,550"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,INCLUDES ALL SUGAR GROWERS AND SUGAR CO-OPS,CROP PRODUCTION & BASIC PROCESSING,AGRICULTURE,14,"$26,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"COMPUTERS, COMPONENTS & ACCESSORIES",COMPUTER EQUIPMENT & SERVICES,COMMUNICATIONS & ELECTRONICS,20,"$26,350"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,TEACHERS UNIONS,PUBLIC SECTOR UNIONS,LABOR,15,"$26,300"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,RETAIL TRADE,RETAIL SALES,GENERAL BUSINESS,80,"$26,101"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,ADVERTISING & PUBLIC RELATIONS SERVICES,BUSINESS SERVICES,GENERAL BUSINESS,16,"$25,950"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PROPERTY & CASUALTY INSURANCE,INSURANCE,"FINANCE, INSURANCE & REAL ESTATE",32,"$25,505"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,OTHER NON-PHYSICIAN HEALTH PRACTITIONERS,HEALTH PROFESSIONALS,HEALTH,78,"$25,495"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,EDUCATION,EDUCATION,GOVERNMENT AGENCIES/EDUCATION/OTHER,165,"$25,491"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,BUILDING OPERATORS & MANAGERS,REAL ESTATE,"FINANCE, INSURANCE & REAL ESTATE",34,"$25,050"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,GASOLINE SERVICE STATIONS,OIL & GAS,ENERGY & NATURAL RESOURCES,16,"$24,900"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,BEVERAGES (NON-ALCOHOLIC),FOOD & BEVERAGE,GENERAL BUSINESS,18,"$24,875"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,ELECTRICAL CONTRACTORS,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,23,"$24,750"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,CONSTRUCTION EQUIPMENT,BUILDING MATERIALS & EQUIPMENT,CONSTRUCTION,12,"$24,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,TOILETRIES & COSMETICS,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,GENERAL BUSINESS,13,"$24,300"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,COMMUNICATIONS & ELECTRONICS,MISCELLANEOUS COMMUNICATIONS & ELECTRONICS,COMMUNICATIONS & ELECTRONICS,15,"$24,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,SERVICES,MISCELLANEOUS SERVICES,GENERAL BUSINESS,67,"$23,333"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,NATIVE AMERICAN TRIBES & GOVERNING UNITS,TRIBAL GOVERNMENTS,GOVERNMENT AGENCIES/EDUCATION/OTHER,13,"$23,300"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,TRUCKING COMPANIES & SERVICES,TRUCKING,TRANSPORTATION,14,"$23,200"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,CHEMICALS,CHEMICAL & RELATED MANUFACTURING,GENERAL BUSINESS,8,"$23,100"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,ARCHITECTURAL SERVICES,CONSTRUCTION SERVICES,CONSTRUCTION,20,"$22,600"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,OTHER UNIONS,GENERAL TRADE UNIONS,LABOR,12,"$22,250"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,NURSES,HEALTH PROFESSIONALS,HEALTH,144,"$21,753"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,INVESTMENT HOLDING COMPANIES,INVESTMENT HOLDING COMPANIES,"FINANCE, INSURANCE & REAL ESTATE",12,"$21,600"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,DIRECT SALES,RETAIL SALES,GENERAL BUSINESS,12,"$21,600"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,SPACE VEHICLES & COMPONENTS,AIR TRANSPORT,TRANSPORTATION,17,"$21,260"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,DRUG & ALCOHOL TREATMENT HOSPITALS,HOSPITALS & NURSING HOMES,HEALTH,16,"$21,000"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,MEDICAL SUPPLIES MANUFACTURING & SALES,PHARMACEUTICALS & HEALTH PRODUCTS,HEALTH,20,"$20,795"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,TOBACCO & TOBACCO PRODUCTS,TOBACCO,AGRICULTURE,23,"$20,750"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,POLITICAL CONSULTANTS & ADVISERS,BUSINESS SERVICES,GENERAL BUSINESS,36,"$20,750"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,FINANCIAL SERVICES & CONSULTING,MISCELLANEOUS FINANCE,"FINANCE, INSURANCE & REAL ESTATE",29,"$20,476"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,SERVICES,MISCELLANEOUS SERVICES,GENERAL BUSINESS,18,"$20,475"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,DRUG STORES,RETAIL SALES,GENERAL BUSINESS,42,"$20,370"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,COMMERCIAL TELEVISION & RADIO STATIONS,TV & MOVIE PRODUCTION/DISTRIBUTION,COMMUNICATIONS & ELECTRONICS,8,"$19,800"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,LANDSCAPING & EXCAVATION SERVICES,SPECIAL TRADE CONTRACTORS,CONSTRUCTION,9,"$19,700"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,EXPRESS DELIVERY SERVICES,AIR TRANSPORT,TRANSPORTATION,20,"$19,650"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,PACS OPERATED BY DEMOCRATIC STATE POLITICIANS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,6,"$19,503"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,COAL MINING,MINING,ENERGY & NATURAL RESOURCES,16,"$19,500"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,PACS OPERATED BY REPUBLICAN STATE POLITICIANS,LEADERSHIP PACS,CANDIDATE CONTRIBUTIONS,6,"$19,500"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,RECREATION & ENTERTAINMENT,RECREATION & LIVE ENTERTAINMENT,GENERAL BUSINESS,82,"$19,082"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,SECURITY BROKERS & INVESTMENT COMPANIES,SECURITIES & INVESTMENT,"FINANCE, INSURANCE & REAL ESTATE",10,"$18,900"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,"COMMERCIAL PHOTOGRAPHY, ART & GRAPHIC DESIGN",BUSINESS SERVICES,GENERAL BUSINESS,77,"$18,890"
"SCOTT, RICHARD L (RICK)",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,CHALLENGER,DENTISTS,HEALTH PROFESSIONALS,HEALTH,34,"$18,625"
"NELSON, BILL",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,FL,2018,STANDARD,US SENATE DISTRICT FL SW-CLASS I,INCUMBENT,DENTISTS,HEALTH PROFESSIONALS,HEALTH,31,"$18,300"
